"id","element_id","Activity_id","obj"
"1068451","364445","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364445, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068452","364446","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364446, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068453","364447","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364447, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068454","364448","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364448, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"757588","130434","3459","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2025-09-04T20:56:46.766235"", ""elementId"": 130434, ""activityId"": 3459, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": ""false"", ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"757598","130423","3459","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2025-09-04T20:56:46.766235"", ""elementId"": 130423, ""activityId"": 3459, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": ""false"", ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068455","364449","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364449, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068456","364450","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364450, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068457","364451","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364451, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068458","364452","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364452, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068459","364453","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364453, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068460","364454","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364454, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"757612","130452","3459","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2025-09-04T20:56:46.766235"", ""elementId"": 130452, ""activityId"": 3459, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": ""false"", ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068461","364455","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364455, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068462","364456","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364456, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068463","364457","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364457, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068464","364458","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364458, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068465","364459","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364459, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068466","364460","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364460, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068467","364461","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364461, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068468","364462","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364462, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068469","364463","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364463, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068470","364464","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364464, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068471","364465","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364465, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068472","364466","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364466, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"757625","130482","3459","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2025-09-04T20:56:46.766235"", ""elementId"": 130482, ""activityId"": 3459, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": ""false"", ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068473","364467","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364467, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068474","364468","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364468, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068475","364469","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364469, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068476","364470","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364470, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068477","364471","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364471, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068478","364472","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364472, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068479","364473","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364473, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068480","364474","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364474, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068481","364475","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364475, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068482","364476","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364476, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"757622","130476","3459","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2025-09-04T20:56:46.766235"", ""elementId"": 130476, ""activityId"": 3459, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": ""false"", ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"757633","130463","3459","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2025-09-04T20:56:46.766235"", ""elementId"": 130463, ""activityId"": 3459, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": ""false"", ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068483","364477","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364477, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068484","364478","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364478, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068485","364479","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364479, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
