"id","tank_id","obj_new","activity_type_id","actual_end_date","planned_start_date","activity_status_id"
971,525,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 525, ""act_cost"": 5506.27, ""createdAt"": ""2020-10-22T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""full"", ""description"": ""полное техническое диагностирование"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13424,,2020-10-22 00:00:00.000,3
1582,297,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 297, ""act_cost"": 30.954, ""createdAt"": ""2011-07-11T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""толщинометрия"", ""activityType"": ""overview"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13379,,2011-07-11 00:00:00.000,3
13775,1145,"{""sap_updated_at"": ""03.05.2024 06:46:08""}",13379,2020-07-29 00:00:00.000,2020-07-29 00:00:00.000,3
1442,577,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 577, ""act_cost"": 25.0, ""createdAt"": ""2015-12-23T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""condition-based"", ""description"": ""Экспертиза промышленной безопасности"", ""activityType"": ""industrial safety expertise"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13401,,2015-12-23 00:00:00.000,3
12011,1104,"{""by_RBI"": false, ""status"": null, ""is_plan"": false, ""annualCost"": null, ""annualRisk"": null, ""riskLevelPaper"": null, ""activity_status"": null, ""riskTargetValue"": null, ""tankNewDataDate"": null}",13424,,2022-06-03 00:00:00.000,3
13776,1145,"{""sap_updated_at"": ""13.05.2024 11:19:12""}",13379,2020-07-29 00:00:00.000,2020-07-29 00:00:00.000,3
13777,1145,"{""sap_updated_at"": ""03.05.2024 06:45:21""}",13381,2021-06-09 00:00:00.000,2021-06-09 00:00:00.000,3
1446,578,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 578, ""act_cost"": 25.0, ""createdAt"": ""2016-08-16T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""condition-based"", ""description"": ""экспертиза промышленной безопасности"", ""activityType"": ""industrial safety expertise"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13401,,2016-08-16 00:00:00.000,3
2967,897,"{""by_RBI"": false, ""status"": null, ""annualCost"": null, ""annualRisk"": null, ""description"": ""Нивелировка"", ""riskLevelPaper"": null, ""riskTargetValue"": null, ""tankNewDataDate"": null}",13357,,2011-09-29 00:00:00.000,3
710,413,"{""isPlan"": false, ""status"": null, ""tankId"": 413, ""act_cost"": 100000.0, ""createdAt"": ""1998-10-15T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж РВС"", ""activityType"": ""installation"", ""riskLevelPaper"": null}",13429,,1998-10-15 00:00:00.000,3
1160,625,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 625, ""act_cost"": 24.0, ""createdAt"": ""2015-08-04T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""техническое диагностирование"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2015-08-04 00:00:00.000,3
1158,625,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 625, ""act_cost"": 25.0, ""createdAt"": ""2021-08-17T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""экспертиза промышленной безопасности"", ""activityType"": ""industrial safety expertise"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13401,,2021-08-17 00:00:00.000,3
228,131,"{""id"": 0, ""isPlan"": false, ""status"": null, ""tankId"": 131, ""act_cost"": 121.968, ""createdAt"": ""2019-10-30T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""нивелировка"", ""activityType"": ""overview"", ""riskLevelPaper"": null}",13357,,2019-10-30 00:00:00.000,3
13779,1145,"{""sap_updated_at"": ""06.04.2022 00:00:00""}",13413,2022-03-15 00:00:00.000,2022-03-17 00:00:00.000,3
13780,1145,"{""sap_updated_at"": ""12.05.2022 00:00:00""}",13413,2022-04-27 00:00:00.000,2022-04-16 00:00:00.000,3
2811,566,"{""by_RBI"": false, ""status"": null, ""act_cost"": 221211.57423, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,2012-09-08 00:00:00.000,3
2857,823,"{""by_RBI"": false, ""status"": null, ""act_cost"": 127506.93423999999, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,2000-03-06 00:00:00.000,3
2187,142,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 142, ""act_cost"": 30.0, ""createdAt"": ""2004-04-15T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""УЗТ"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2004-04-15 00:00:00.000,3
1916,131,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 131, ""act_cost"": 121.968, ""createdAt"": ""2011-09-29T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""нивелировка и УЗТ"", ""activityType"": ""overview"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13379,,2011-09-29 00:00:00.000,3
1722,131,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 131, ""act_cost"": 70.0, ""createdAt"": ""2019-10-23T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""нивелировка и УЗТ"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2019-10-23 00:00:00.000,3
2773,779,"{""by_RBI"": false, ""status"": null, ""act_cost"": 127506.93423999999, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,2006-03-27 00:00:00.000,3
2774,354,"{""by_RBI"": false, ""status"": null, ""act_cost"": 127506.93423999999, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,2007-04-08 00:00:00.000,3
2775,169,"{""by_RBI"": false, ""status"": null, ""act_cost"": 123327.05387, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,2005-10-07 00:00:00.000,3
2776,137,"{""by_RBI"": false, ""status"": null, ""act_cost"": 123327.05387, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,1995-03-24 00:00:00.000,3
10268,1052,"{""by_RBI"": false, ""status"": null, ""is_plan"": false, ""annualCost"": null, ""annualRisk"": null, ""riskLevelPaper"": null, ""activity_status"": null, ""riskTargetValue"": null, ""tankNewDataDate"": null}",13379,,2019-09-09 00:00:00.000,3
2824,535,"{""by_RBI"": false, ""status"": null, ""act_cost"": 221211.57423, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,1980-01-13 00:00:00.000,3
2825,536,"{""by_RBI"": false, ""status"": null, ""act_cost"": 221211.57423, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,1981-06-22 00:00:00.000,3
2826,537,"{""by_RBI"": false, ""status"": null, ""act_cost"": 221211.57423, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,1977-12-26 00:00:00.000,3
2827,538,"{""by_RBI"": false, ""status"": null, ""act_cost"": 221211.57423, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,1977-10-05 00:00:00.000,3
2828,539,"{""by_RBI"": false, ""status"": null, ""act_cost"": 221211.57423, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,1989-07-20 00:00:00.000,3
2829,625,"{""by_RBI"": false, ""status"": null, ""act_cost"": 221211.57423, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,1989-02-21 00:00:00.000,3
2830,541,"{""by_RBI"": false, ""status"": null, ""act_cost"": 221211.57423, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,1989-03-30 00:00:00.000,3
2831,546,"{""by_RBI"": false, ""status"": null, ""act_cost"": 221211.57423, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,2005-07-12 00:00:00.000,3
2832,547,"{""by_RBI"": false, ""status"": null, ""act_cost"": 221211.57423, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,2004-06-05 00:00:00.000,3
2858,825,"{""by_RBI"": false, ""status"": null, ""act_cost"": 127506.93423999999, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,2012-10-02 00:00:00.000,3
2856,784,"{""by_RBI"": false, ""status"": null, ""act_cost"": 127506.93423999999, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,2009-07-17 00:00:00.000,3
2855,404,"{""by_RBI"": false, ""status"": null, ""act_cost"": 127506.93423999999, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,2008-07-17 00:00:00.000,3
2850,576,"{""by_RBI"": false, ""status"": null, ""act_cost"": 221211.57423, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,2006-03-30 00:00:00.000,3
2849,552,"{""by_RBI"": false, ""status"": null, ""act_cost"": 221211.57423, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,1981-03-26 00:00:00.000,3
2848,550,"{""by_RBI"": false, ""status"": null, ""act_cost"": 221211.57423, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,2008-07-12 00:00:00.000,3
2847,549,"{""by_RBI"": false, ""status"": null, ""act_cost"": 221211.57423, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,1982-09-15 00:00:00.000,3
13250,1130,"{""sap_updated_at"": ""28.02.2024 00:00:00""}",13413,2024-02-14 00:00:00.000,2024-02-05 00:00:00.000,3
2846,555,"{""by_RBI"": false, ""status"": null, ""act_cost"": 221211.57423, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,1984-08-15 00:00:00.000,3
2845,727,"{""by_RBI"": false, ""status"": null, ""act_cost"": 221211.57423, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,1973-09-15 00:00:00.000,3
2844,726,"{""by_RBI"": false, ""status"": null, ""act_cost"": 221211.57423, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,1973-09-15 00:00:00.000,3
2891,614,"{""by_RBI"": false, ""status"": null, ""act_cost"": 339462.53181, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,2018-06-26 00:00:00.000,3
2892,615,"{""by_RBI"": false, ""status"": null, ""act_cost"": 339462.53181, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,2018-06-26 00:00:00.000,3
431,142,"{""id"": 0, ""isPlan"": false, ""status"": null, ""tankId"": 142, ""act_cost"": 50000.0, ""createdAt"": ""2009-11-12T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""ультразвуковая толщинометрия"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null}",13357,,2009-11-12 00:00:00.000,3
2904,829,"{""by_RBI"": false, ""status"": null, ""act_cost"": 127506.93423999999, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,1982-06-16 00:00:00.000,3
2905,820,"{""by_RBI"": false, ""status"": null, ""act_cost"": 127506.93423999999, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,1990-08-15 00:00:00.000,3
2907,296,"{""by_RBI"": false, ""status"": null, ""act_cost"": 127506.93423999999, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,1985-06-15 00:00:00.000,3
2896,837,"{""by_RBI"": false, ""status"": null, ""act_cost"": 335496.41527999996, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,2008-06-15 00:00:00.000,3
2817,577,"{""by_RBI"": false, ""status"": null, ""act_cost"": 221211.57423, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,1989-07-20 00:00:00.000,3
2818,578,"{""by_RBI"": false, ""status"": null, ""act_cost"": 221211.57423, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,1988-06-15 00:00:00.000,3
2819,579,"{""by_RBI"": false, ""status"": null, ""act_cost"": 221211.57423, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,1984-12-15 00:00:00.000,3
2820,542,"{""by_RBI"": false, ""status"": null, ""act_cost"": 221211.57423, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,1987-10-24 00:00:00.000,3
2821,543,"{""by_RBI"": false, ""status"": null, ""act_cost"": 221211.57423, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,1987-10-24 00:00:00.000,3
1742,159,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 159, ""act_cost"": 42.75, ""createdAt"": ""2021-12-13T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""condition-based"", ""description"": ""Заключение ЭПБ"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13430,,2021-12-13 00:00:00.000,3
2897,828,"{""by_RBI"": false, ""status"": null, ""act_cost"": 127506.93423999999, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,1989-10-25 00:00:00.000,3
2898,836,"{""by_RBI"": false, ""status"": null, ""act_cost"": 335496.41527999996, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,2008-06-15 00:00:00.000,3
2900,307,"{""by_RBI"": false, ""status"": null, ""act_cost"": 45717.39428, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,2010-06-15 00:00:00.000,3
2902,312,"{""by_RBI"": false, ""status"": null, ""act_cost"": 45717.39428, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,2010-06-15 00:00:00.000,3
2903,832,"{""by_RBI"": false, ""status"": null, ""act_cost"": 45717.39428, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,2010-06-15 00:00:00.000,3
2755,704,"{""by_RBI"": false, ""status"": null, ""act_cost"": 221211.57423, ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,1980-10-10 00:00:00.000,3
270,159,"{""id"": 0, ""isPlan"": false, ""status"": null, ""tankId"": 159, ""act_cost"": 50.0, ""createdAt"": ""2007-01-01T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""capital"", ""description"": ""монтаж"", ""activityType"": ""repair"", ""riskLevelPaper"": null}",13406,,2007-01-01 00:00:00.000,3
648,399,"{""isPlan"": false, ""status"": null, ""tankId"": 399, ""act_cost"": 70.397, ""createdAt"": ""2023-05-15T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""частичное техническое обследование"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null}",13357,,2023-05-15 00:00:00.000,3
2510,866,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 866, ""act_cost"": 0, ""createdAt"": ""1993-06-06T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""first"", ""description"": ""монтаж"", ""activityType"": ""installation"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13429,,1993-06-06 00:00:00.000,3
1712,131,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 131, ""act_cost"": 70.0, ""createdAt"": ""2008-07-15T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""нивелировка и УЗТ"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2008-07-15 00:00:00.000,3
1057,588,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 588, ""act_cost"": 44.84, ""createdAt"": ""2020-12-15T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""экспертиза промышленной безопасности"", ""activityType"": ""industrial safety expertise"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2020-12-15 00:00:00.000,3
13781,1145,"{""sap_updated_at"": ""10.06.2022 00:00:00""}",13413,2022-05-01 00:00:00.000,2022-05-16 00:00:00.000,3
1739,132,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 132, ""act_cost"": 100.0, ""createdAt"": ""2019-11-19T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""техническое диагностирование опасного производственного объекта"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2019-11-19 00:00:00.000,3
2220,833,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 833, ""act_cost"": 415.71, ""createdAt"": ""2015-06-17T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""Нивелировка и образующие"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2015-06-17 00:00:00.000,3
2221,833,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 833, ""act_cost"": 32.0, ""createdAt"": ""2015-07-03T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""full"", ""description"": ""Экспертиза промышленной безопасности"", ""activityType"": ""industrial safety expertise"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13401,,2015-07-03 00:00:00.000,3
2222,833,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 833, ""act_cost"": 32.0, ""createdAt"": ""2020-11-19T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""full"", ""description"": ""Экспертиза промышленной безопасности"", ""activityType"": ""industrial safety expertise"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13401,,2020-11-19 00:00:00.000,3
2225,835,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 835, ""act_cost"": 27.99, ""createdAt"": ""2018-06-01T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""Частичное техническое обследование -определение технического состояния объекта"", ""activityType"": ""overview"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13379,,2018-06-01 00:00:00.000,3
13782,1145,"{""sap_updated_at"": ""07.07.2022 00:00:00""}",13413,2022-06-20 00:00:00.000,2022-06-15 00:00:00.000,3
13783,1145,"{""sap_updated_at"": ""04.08.2022 00:00:00""}",13413,2022-07-19 00:00:00.000,2022-07-15 00:00:00.000,3
2968,897,"{""by_RBI"": false, ""status"": null, ""annualCost"": null, ""annualRisk"": null, ""description"": ""Нивелировка, УЗТ"", ""riskLevelPaper"": null, ""riskTargetValue"": null, ""tankNewDataDate"": null}",13357,,2012-06-28 00:00:00.000,3
1732,132,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 132, ""act_cost"": 42.75, ""createdAt"": ""2013-11-20T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""техническое диагностирование опасного производственного объекта"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2013-11-20 00:00:00.000,3
1733,132,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 132, ""act_cost"": 79.506, ""createdAt"": ""2014-07-23T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""нивелировка "", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2014-07-23 00:00:00.000,3
1735,132,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 132, ""act_cost"": 79.506, ""createdAt"": ""2016-09-01T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""нивелировка "", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2016-09-01 00:00:00.000,3
1026,574,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 574, ""act_cost"": 22.0, ""createdAt"": ""2021-11-18T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""техническое диагностирование"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2021-11-18 00:00:00.000,3
13784,1145,"{""sap_updated_at"": ""07.09.2022 00:00:00""}",13413,2022-08-26 00:00:00.000,2022-08-14 00:00:00.000,3
13785,1145,"{""sap_updated_at"": ""02.05.2024 07:29:11""}",13381,2022-09-20 00:00:00.000,2022-09-20 00:00:00.000,3
13786,1145,"{""sap_updated_at"": ""24.10.2022 00:00:00""}",13413,2022-09-27 00:00:00.000,2022-09-13 00:00:00.000,3
1561,354,"{""id"": 1561, ""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 354, ""act_cost"": 57.974, ""createdAt"": ""2012-02-21T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""annual"", ""description"": ""нивелирование "", ""activityType"": ""overview"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13379,,2012-02-21 00:00:00.000,3
1708,137,"{""id"": 1708, ""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 137, ""act_cost"": 42.462, ""createdAt"": ""2020-08-03T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""УЗТ"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2020-08-03 00:00:00.000,3
1657,169,"{""id"": 1657, ""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 169, ""act_cost"": 79.506, ""createdAt"": ""2010-04-01T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""Нивелировка"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2010-04-01 00:00:00.000,3
1668,136,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 136, ""act_cost"": 280.98, ""createdAt"": ""2021-06-15T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""Нивелировка, измерение отклонений образующих от вертикали, УЗТ"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2021-06-15 00:00:00.000,3
2229,837,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 837, ""act_cost"": 27.99, ""createdAt"": ""2018-06-01T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""Частичное техническое обследование"", ""activityType"": ""overview"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13379,,2018-06-01 00:00:00.000,3
13788,1145,"{""sap_updated_at"": ""27.12.2022 00:00:00""}",13413,2022-11-15 00:00:00.000,2022-11-12 00:00:00.000,3
1469,541,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 541, ""act_cost"": 25.0, ""createdAt"": ""2014-04-24T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""condition-based"", ""description"": ""экспертиза промышленной безопаности"", ""activityType"": ""industrial safety expertise"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13401,,2014-04-24 00:00:00.000,3
